id,HPO_ID,name,OBO_Name,definition,OBO_Definition,UMLS_IDs,HPO_ID_norm,obo_label,obo_definition,IS_ASD_PHENOTYPE
http://purl.obolibrary.org/obo/HP_0007874,HP_0007874,Almond-shaped palpebral fissure,,"A shape created by an acute downward arching of the upper eyelid and upward arching of the lower eyelid, toward the medial canthus, which gives the outline of the palpebral fissures the configuration of an almond. Thus, the maximum distance between the fissures is offset from, and medial to, the center point.",,C4024780,HP:0007874,Almond-shaped palpebral fissure,"A shape created by an acute downward arching of the upper eyelid and upward arching of the lower eyelid, toward the medial canthus, which gives the outline of the palpebral fissures the configuration of an almond. Thus, the maximum distance between the fissures is offset from, and medial to, the center point.",True
http://purl.obolibrary.org/obo/HP_0007925,HP_0007925,Lacrimal duct aplasia,,A congenital defect resulting in absence of the lacrimal duct.,,C4024773,HP:0007925,Lacrimal duct aplasia,A congenital defect resulting in absence of the lacrimal duct.,True
http://purl.obolibrary.org/obo/HP_0008755,HP_0008755,Laryngotracheomalacia,,,,C0585984,HP:0008755,Laryngotracheomalacia,,True
http://purl.obolibrary.org/obo/HP_0008762,HP_0008762,Repetitive compulsive behavior,,,,C1969697,HP:0008762,Repetitive compulsive behavior,,True
http://purl.obolibrary.org/obo/HP_0008872,HP_0008872,Feeding difficulties in infancy,,"Impaired feeding performance of an infant as manifested by difficulties such as weak and ineffective sucking, brief bursts of sucking, and falling asleep during sucking. There may be difficulties with chewing or maintaining attention.",,C2674608,HP:0008872,Feeding difficulties in infancy,"Impaired feeding performance of an infant as manifested by difficulties such as weak and ineffective sucking, brief bursts of sucking, and falling asleep during sucking. There may be difficulties with chewing or maintaining attention.",True
http://purl.obolibrary.org/obo/HP_0008897,HP_0008897,Postnatal growth retardation,,Slow or limited growth after birth.,,C1859778,HP:0008897,Postnatal growth retardation,Slow or limited growth after birth.,True
http://purl.obolibrary.org/obo/HP_0008936,HP_0008936,Axial hypotonia,,Muscular hypotonia (abnormally low muscle tone) affecting the musculature of the trunk.,,C1853743,HP:0008936,Axial hypotonia,Muscular hypotonia (abnormally low muscle tone) affecting the musculature of the trunk.,True
http://purl.obolibrary.org/obo/HP_0008947,HP_0008947,Floppy infant,,"Floppiness/hypotonia is defined as reduced resistance to passive movement of joints. Physical examination of floppy/hypotonic infants shows head lag, lack of shoulder and elbow muscle contraction on traction response, inability to tighten the shoulder girdle muscles (or slipping through) when held under the axillae, scarf sign (when the arm is pulled to the opposite side, the arm wraps around the neck with the elbow crossing midline), hyperdorsiflexion of the feet, easy apposition of the thumb against the forearm, feet touching the cheek with ease and without discomfort, frog leg position, and inverted U sign on ventral suspension (head, arms, and legs hanging down without elbow or knee flexion and the trunk rounded in a dome shape).",,C1860834,HP:0008947,Floppy infant,"Floppiness/hypotonia is defined as reduced resistance to passive movement of joints. Physical examination of floppy/hypotonic infants shows head lag, lack of shoulder and elbow muscle contraction on traction response, inability to tighten the shoulder girdle muscles (or slipping through) when held under the axillae, scarf sign (when the arm is pulled to the opposite side, the arm wraps around the neck with the elbow crossing midline), hyperdorsiflexion of the feet, easy apposition of the thumb against the forearm, feet touching the cheek with ease and without discomfort, frog leg position, and inverted U sign on ventral suspension (head, arms, and legs hanging down without elbow or knee flexion and the trunk rounded in a dome shape).",True
http://purl.obolibrary.org/obo/HP_0009183,HP_0009183,Joint contracture of the 5th finger,,Chronic loss of joint motion in the 5th finger due to structural changes in non-bony tissue. The term camptodactyly of the 5th finger is used if the distal and/or proximal interphalangeal joints are affected.,,C1865702,HP:0009183,Joint contracture of the 5th finger,Chronic loss of joint motion in the 5th finger due to structural changes in non-bony tissue. The term camptodactyly of the 5th finger is used if the distal and/or proximal interphalangeal joints are affected.,True
http://purl.obolibrary.org/obo/HP_0009473,HP_0009473,Joint contracture of the hand,,Contractures of one ore more joints of the hands meaning chronic loss of joint motion due to structural changes in non-bony tissue.,,C0158113,HP:0009473,Joint contracture of the hand,Contractures of one ore more joints of the hands meaning chronic loss of joint motion due to structural changes in non-bony tissue.,True
http://purl.obolibrary.org/obo/HP_0009765,HP_0009765,Low hanging columella,,"Columella extending inferior to the level of the nasal base, when viewed from the side.",,C1856119;C4280395,HP:0009765,Low hanging columella,"Columella extending inferior to the level of the nasal base, when viewed from the side.",True
http://purl.obolibrary.org/obo/HP_0009777,HP_0009777,Absent thumb,,"Absent thumb, i.e., the absence of both phalanges of a thumb and the associated soft tissues.",,C3278811,HP:0009777,Absent thumb,"Absent thumb, i.e., the absence of both phalanges of a thumb and the associated soft tissues.",True
http://purl.obolibrary.org/obo/HP_0009879,HP_0009879,Simplified gyral pattern,,An abnormality of the cerebral cortex with fewer gyri but with normal cortical thickness. This pattern is usually often associated with congenital microcephaly.,,C2749675,HP:0009879,Simplified gyral pattern,An abnormality of the cerebral cortex with fewer gyri but with normal cortical thickness. This pattern is usually often associated with congenital microcephaly.,True
http://purl.obolibrary.org/obo/HP_0009890,HP_0009890,High anterior hairline,,"Distance between the hairline (trichion) and the glabella (the most prominent point on the frontal bone above the root of the nose), in the midline, more than two SD above the mean. Alternatively, an apparently increased distance between the hairline and the glabella.",,C3276036,HP:0009890,High anterior hairline,"Distance between the hairline (trichion) and the glabella (the most prominent point on the frontal bone above the root of the nose), in the midline, more than two SD above the mean. Alternatively, an apparently increased distance between the hairline and the glabella.",True
http://purl.obolibrary.org/obo/HP_0010521,HP_0010521,Gait apraxia,,Gait apraxia affecting the ability to make walking movements with the legs.,,C1510417,HP:0010521,Gait apraxia,Gait apraxia affecting the ability to make walking movements with the legs.,True
http://purl.obolibrary.org/obo/HP_0010529,HP_0010529,Echolalia,,"Echolalia is the automatic imitative repetition of sounds, words, or phrases in the absence of explicit awareness. The repeated words or phrases are typically odd or used in a non-social manner. These can be words or phrases that the affected individual has heard or invented.",,C0013528;C4280380,HP:0010529,Echolalia,"Echolalia is the automatic imitative repetition of sounds, words, or phrases in the absence of explicit awareness. The repeated words or phrases are typically odd or used in a non-social manner. These can be words or phrases that the affected individual has heard or invented.",True
http://purl.obolibrary.org/obo/HP_0010648,HP_0010648,Dermal translucency,,An abnormally increased ability of the skin to permit light to pass through (translucency) such that subcutaneous structures such as veins display an increased degree of visibility.,,C1836646,HP:0010648,Dermal translucency,An abnormally increased ability of the skin to permit light to pass through (translucency) such that subcutaneous structures such as veins display an increased degree of visibility.,True
http://purl.obolibrary.org/obo/HP_0010761,HP_0010761,Broad columella,,Increased width of the columella.,,C1851059;C4280365,HP:0010761,Broad columella,Increased width of the columella.,True
http://purl.obolibrary.org/obo/HP_0010851,HP_0010851,EEG with burst suppression,,"The burst suppression pattern in electroencephalography refers to a characteristic periodic pattern of low voltage (<10 microvolts) suppressed background and a relatively shorter pattern of higher amplitude slow, sharp, and spiking complexes.",,C1969156,HP:0010851,EEG with burst suppression,"The burst suppression pattern in electroencephalography refers to a characteristic periodic pattern of low voltage (<10 microvolts) suppressed background and a relatively shorter pattern of higher amplitude slow, sharp, and spiking complexes.",True
http://purl.obolibrary.org/obo/HP_0010862,HP_0010862,Delayed fine motor development,,A type of motor delay characterized by a delay in acquiring the ability to control the fingers and hands.,,C4023681,HP:0010862,Delayed fine motor development,A type of motor delay characterized by a delay in acquiring the ability to control the fingers and hands.,True
http://purl.obolibrary.org/obo/HP_0010864,HP_0010864,"Intellectual disability, severe",,Severe mental retardation is defined as an intelligence quotient (IQ) in the range of 20-34.,,C0036857,HP:0010864,Severe intellectual disability,"Severe intellectual disability (ID) is defined as a type of ID characterized by severely sub-average adaptive functioning and intellectual functioning, with an intelligence quotient (IQ) the range of 20-34.",True
http://purl.obolibrary.org/obo/HP_0011098,HP_0011098,Speech apraxia,,"A type of apraxia that is characterized by difficulty or inability to execute speech movements because of problems with coordination and motor problems, leading to incorrect articulation. An increase of errors with increasing word and phrase length may occur.",,C0264611;C0349391,HP:0011098,Speech apraxia,"A type of apraxia that is characterized by difficulty or inability to execute speech movements because of problems with coordination and motor problems, leading to incorrect articulation. An increase of errors with increasing word and phrase length may occur.",True
http://purl.obolibrary.org/obo/HP_0011220,HP_0011220,Prominent forehead,,"Forward prominence of the entire forehead, due to protrusion of the frontal bone.",,C1837260;C1867446,HP:0011220,Prominent forehead,"Forward prominence of the entire forehead, due to protrusion of the frontal bone.",True
http://purl.obolibrary.org/obo/HP_0011265,HP_0011265,Cleft earlobe,,Discontinuity in the convexity of the inferior margin of the lobe.,,C4023440,HP:0011265,Cleft earlobe,Discontinuity in the convexity of the inferior margin of the lobe.,True
http://purl.obolibrary.org/obo/HP_0011298,HP_0011298,Prominent digit pad,,A soft tissue prominence of the ventral aspects of the fingertips or toe tips.,,C4023424,HP:0011298,Prominent digit pad,A soft tissue prominence of the ventral aspects of the fingertips or toe tips.,True
http://purl.obolibrary.org/obo/HP_0011344,HP_0011344,Severe global developmental delay,,A severe delay in the achievement of motor or mental milestones in the domains of development of a child.,,C1837397;C1854919,HP:0011344,Severe global developmental delay,A severe delay in the achievement of motor or mental milestones in the domains of development of a child.,True
http://purl.obolibrary.org/obo/HP_0011410,HP_0011410,Caesarean section,,Delivery of a fetus through surgical incisions made through the abdominal wall (laparotomy) and the uterine wall (hysterotomy).,,C1384674,HP:0011410,Caesarean section,Delivery of a fetus through surgical incisions made through the abdominal wall (laparotomy) and the uterine wall (hysterotomy).,True
http://purl.obolibrary.org/obo/HP_0011451,HP_0011451,Primary microcephaly,,Head circumference below 2 standard deviations below the mean for age and gender at birth.,,C2677180;C4020749,HP:0011451,Primary microcephaly,Head circumference below 2 standard deviations below the mean for age and gender at birth.,True
http://purl.obolibrary.org/obo/HP_0011461,HP_0011461,Fetal onset,,Onset prior to birth but after 8 weeks of embryonic development (corresponding to a gestational age of 10 weeks).,,C4023347,HP:0011461,Fetal onset,Onset prior to birth but after 8 weeks of embryonic development (corresponding to a gestational age of 10 weeks).,True
http://purl.obolibrary.org/obo/HP_0011462,HP_0011462,Young adult onset,,Onset of disease at the age of between 16 and 40 years.,,C3554568,HP:0011462,Young adult onset,Onset of disease at the age of between 16 and 40 years.,True
http://purl.obolibrary.org/obo/HP_0011463,HP_0011463,Childhood onset,,Onset of disease at the age of between 1 and 5 years.,,C1837352,HP:0011463,Childhood onset,Onset of disease at the age of between 1 and 5 years.,True
http://purl.obolibrary.org/obo/HP_0011800,HP_0011800,Midface retrusion,,"Posterior positions and/or vertical shortening of the infraorbital and perialar regions, or increased concavity of the face and/or reduced nasolabial angle.",,C1853242;C2673410;C4280320;C4280321,HP:0011800,Midface retrusion,"Posterior positions and/or vertical shortening of the infraorbital and perialar regions, or increased concavity of the face and/or reduced nasolabial angle.",True
http://purl.obolibrary.org/obo/HP_0011856,HP_0011856,Pica,,"An appetite for and the persistent ingestion of non-food substances such as clay. In order to diagnose pica, this behavior must have persisted over a period of at least one month.",,C0031873,HP:0011856,Pica,"An appetite for and the persistent ingestion of non-food substances such as clay. In order to diagnose pica, this behavior must have persisted over a period of at least one month.",True
http://purl.obolibrary.org/obo/HP_0011968,HP_0011968,Feeding difficulties,,"Impaired ability to eat related to problems gathering food and getting ready to suck, chew, or swallow it.",,C0232466,HP:0011968,Feeding difficulties,"Impaired ability to eat related to problems gathering food and getting ready to suck, chew, or swallow it.",True
http://purl.obolibrary.org/obo/HP_0012171,HP_0012171,Stereotypical hand wringing,,"Habitual clasping and wringing of the hands in the middle of the body, similar to a hand-washing movement.",,C4023014,HP:0012171,Stereotypical hand wringing,"Habitual clasping and wringing of the hands in the middle of the body, similar to a hand-washing movement.",True
http://purl.obolibrary.org/obo/HP_0012172,HP_0012172,Stereotypical body rocking,,"Habitual repetitive movement of the entire body, front to back or side to side.",,C4023013,HP:0012172,Stereotypical body rocking,"Habitual repetitive movement of the entire body, front to back or side to side.",True
http://purl.obolibrary.org/obo/HP_0012332,HP_0012332,Abnormal autonomic nervous system physiology,,A functional abnormality of the autonomic nervous system.,,C4022952,HP:0012332,Abnormal autonomic nervous system physiology,A functional abnormality of the autonomic nervous system.,True
http://purl.obolibrary.org/obo/HP_0012393,HP_0012393,Allergy,,An allergy is an immune response or reaction to substances that are usually not harmful.,,C1527304,HP:0012393,Allergy,An allergy is an immune response or reaction to substances that are usually not harmful.,True
http://purl.obolibrary.org/obo/HP_0012443,HP_0012443,Abnormal brain morphology,,"A structural abnormality of the brain, which has as its parts the forebrain, midbrain, and hindbrain.",,C4021085,HP:0012443,Abnormal brain morphology,"A structural abnormality of the brain, which has as its parts the forebrain, midbrain, and hindbrain.",True
http://purl.obolibrary.org/obo/HP_0012450,HP_0012450,Chronic constipation,,"Constipation for longer than three months with fewer than 3 bowel movements per week, straining, lumpy or hard stools, and a sensation of anorectal obstruction or incomplete defecation.",,C0401149,HP:0012450,Chronic constipation,"Constipation for longer than three months with fewer than 3 bowel movements per week, straining, lumpy or hard stools, and a sensation of anorectal obstruction or incomplete defecation.",True
http://purl.obolibrary.org/obo/HP_0012469,HP_0012469,Infantile spasms,,"Infantile spasms represent a subset of ""epileptic spasms"". Infantile Spasms are epileptic spasms starting in the first year of life (infancy).",,C3887898,HP:0012469,Infantile spasms,"Infantile spasms represent a subset of ""epileptic spasms"". Infantile Spasms are epileptic spasms starting in the first year of life (infancy).",True
http://purl.obolibrary.org/obo/HP_0012520,HP_0012520,Dilation of Virchow-Robin spaces,,"Increased dimensions of the Virchow-Robin spaces (also known as perivascular spaces), which surround the walls of vessels as they course from the subarachnoid space through the brain parenchyma. Perivascular spaces are commonly microscopic, and not visible on conventional neuroimaging. This term refers to an increase of size of these spaces such that they are visible on neuroimaging (usually magnetic resonance imaging). The dilatations are regular cavities that always contain a patent artery.",,C1853618;C4020719,HP:0012520,Dilation of Virchow-Robin spaces,"Increased dimensions of the Virchow-Robin spaces (also known as perivascular spaces), which surround the walls of vessels as they course from the subarachnoid space through the brain parenchyma. Perivascular spaces are commonly microscopic, and not visible on conventional neuroimaging. This term refers to an increase of size of these spaces such that they are visible on neuroimaging (usually magnetic resonance imaging). The dilatations are regular cavities that always contain a patent artery.",True
http://purl.obolibrary.org/obo/HP_0012719,HP_0012719,Functional abnormality of the gastrointestinal tract,,Abnormal functionality of the gastrointestinal tract.,,C4022755,HP:0012719,Functional abnormality of the gastrointestinal tract,Abnormal functionality of the gastrointestinal tract.,True
http://purl.obolibrary.org/obo/HP_0012745,HP_0012745,Short palpebral fissure,,"Distance between the medial and lateral canthi is more than 2 SD below the mean for age (objective); or, apparently reduced length of the palpebral fissures.",,C0423112,HP:0012745,Short palpebral fissure,"Distance between the medial and lateral canthi is more than 2 SD below the mean for age (objective); or, apparently reduced length of the palpebral fissures.",True
http://purl.obolibrary.org/obo/HP_0012760,HP_0012760,Reduced social responsiveness,,"A reduced ability to participate in the back-and-forth flow of social interaction appropriate to culture and developmental level, which is normally characterized by an influence of the behavior of one person on the behavior of another person. This results in difficulty interacting with others through emotional, physical, or verbal communication.",,C4022736,HP:0012760,Reduced social responsiveness,"A reduced ability to participate in the back-and-forth flow of social interaction appropriate to culture and developmental level, which is normally characterized by an influence of the behavior of one person on the behavior of another person. This results in difficulty interacting with others through emotional, physical, or verbal communication.",True
http://purl.obolibrary.org/obo/HP_0025112,HP_0025112,Auditory sensitivity,,Decreased tolerance to sound.,,,HP:0025112,Auditory sensitivity,Decreased tolerance to sound.,True
http://purl.obolibrary.org/obo/HP_0025269,HP_0025269,Panic attack,,A sudden episode of intense fear in a situation where there is no danger or apparent cause.,,,HP:0025269,Panic attack,A sudden episode of intense fear in a situation where there is no danger or apparent cause.,True
http://purl.obolibrary.org/obo/HP_0025336,HP_0025336,Delayed ability to sit,,A failure to achieve the ability to sit at an appropriate developmental stage. Most children sit with support at 6 months of age and sit steadily without support at 9 months of age.,,,HP:0025336,Delayed ability to sit,A failure to achieve the ability to sit at an appropriate developmental stage. Most children sit with support at 6 months of age and sit steadily without support at 9 months of age.,True
http://purl.obolibrary.org/obo/HP_0025352,HP_0025352,Typically de novo,,"Description of conditions that are exclusively or predominantly observed to display de novo variants. In some cases, this may be due to the limited reproductive fitness of affected individuals.",,,HP:0025352,Typically de novo,"Description of conditions that are exclusively or predominantly observed to display de novo variants. In some cases, this may be due to the limited reproductive fitness of affected individuals.",True
http://purl.obolibrary.org/obo/HP_0025387,HP_0025387,Pill-rolling tremor,,A type of resting tremor characterized by simultaneous rubbing movements of thumb and index fingers against each other.,,,HP:0025387,Pill-rolling tremor,A type of resting tremor characterized by simultaneous rubbing movements of thumb and index fingers against each other.,True
http://purl.obolibrary.org/obo/HP_0025430,HP_0025430,High-pitched cry,,A type of crying in an abnormally high-pitched voice.,,,HP:0025430,High-pitched cry,A type of crying in an abnormally high-pitched voice.,True
http://purl.obolibrary.org/obo/HP_0025502,HP_0025502,Overweight,,Increased body weight with a body mass index of 25-29.9 kg per square meter.,,,HP:0025502,Overweight,Increased body weight with a body mass index of 25-29.9 kg per square meter.,True
http://purl.obolibrary.org/obo/HP_0030215,HP_0030215,Inappropriate crying,,Uncontrolled episodes of crying occur without any apparent motivating stimuli.,,C0860609,HP:0030215,Inappropriate crying,Uncontrolled episodes of crying occur without any apparent motivating stimuli.,True
http://purl.obolibrary.org/obo/HP_0030217,HP_0030217,Limb apraxia,,Difficulty in performing the correct execution of limbs movements in absence of motor impairment.,,C4022574,HP:0030217,Limb apraxia,Difficulty in performing the correct execution of limbs movements in absence of motor impairment.,True
http://purl.obolibrary.org/obo/HP_0030260,HP_0030260,Microphallus,,Length of penis more than 2 SD below the mean for age accompanied by hypospadias.,,C0240701,HP:0030260,Microphallus,Length of penis more than 2 SD below the mean for age accompanied by hypospadias.,True
http://purl.obolibrary.org/obo/HP_0031354,HP_0031354,Sleep onset insomnia,,"Difficulty initiating sleep, that is, increased sleep onset latency, refers to the condition where it takes 30 minutes or more to fall asleep.",,,HP:0031354,Sleep onset insomnia,"Difficulty initiating sleep, that is, increased sleep onset latency, refers to the condition where it takes 30 minutes or more to fall asleep.",True
http://purl.obolibrary.org/obo/HP_0031447,HP_0031447,Penile freckling,,Multiple pigmented macules located on the skin of the penis.,,,HP:0031447,Penile freckling,Multiple pigmented macules located on the skin of the penis.,True
http://purl.obolibrary.org/obo/HP_0031793,HP_0031793,Increased serum leptin,,An increased concentration of leptin in the blood.,,,HP:0031793,Increased serum leptin,An increased concentration of leptin in the blood.,True
http://purl.obolibrary.org/obo/HP_0031874,HP_0031874,Late chronotype,,A tendency towards waking up very late in the morning and staying up late at night.,,,HP:0031874,Late chronotype,A tendency towards waking up very late in the morning and staying up late at night.,True
http://purl.obolibrary.org/obo/HP_0031936,HP_0031936,Delayed ability to walk,,"A failure to achieve the ability to walk at an appropriate developmental stage. Most children learn to walk in a series of stages, and learn to walk short distances independently between 12 and 15 months.",,,HP:0031936,Delayed ability to walk,"A failure to achieve the ability to walk at an appropriate developmental stage. Most children learn to walk in a series of stages, and learn to walk short distances independently between 12 and 15 months.",True
http://purl.obolibrary.org/obo/HP_0032012,HP_0032012,Heterotropia,,Manifest deviation of the visual axes not controlled by fusion.,,,HP:0032012,Heterotropia,Manifest deviation of the visual axes not controlled by fusion.,True
http://purl.obolibrary.org/obo/HP_0032203,HP_0032203,Lymphoid nodular hyperplasia,,"Lymphoid nodular hyperplasia (LNH) of the terminal ileum and colon has been considered a mucosal response to nonspecific stimuli, most often infections, and consequently has been regarded as a pathophysiologic phenomenon during infancy and childhood. LNH can be ascertained by colonoscopy, whereby a lymphoid nodule is defined as an extruding follicle with a diameter of not more than 2 mm, and LNH is defined as a cluster of not more than 10 of such extruding lymphoid nodules (see Figure 1 of PMID:17368236).",,,HP:0032203,Lymphoid nodular hyperplasia,"Lymphoid nodular hyperplasia (LNH) of the terminal ileum and colon has been considered a mucosal response to nonspecific stimuli, most often infections, and consequently has been regarded as a pathophysiologic phenomenon during infancy and childhood. LNH can be ascertained by colonoscopy, whereby a lymphoid nodule is defined as an extruding follicle with a diameter of not more than 2 mm, and LNH is defined as a cluster of not more than 10 of such extruding lymphoid nodules (see Figure 1 of PMID:17368236).",True
http://purl.obolibrary.org/obo/HP_0032588,HP_0032588,Hand apraxia,,"Inability to perform purposeful (learned) movements with the hand upon command, even though the command is understood and there is a willingness to perform the movement. Hand apraxia includes the inability to grasp, pick up, and hold large and small objects.",,,HP:0032588,Hand apraxia,"Inability to perform purposeful (learned) movements with the hand upon command, even though the command is understood and there is a willingness to perform the movement. Hand apraxia includes the inability to grasp, pick up, and hold large and small objects.",True
http://purl.obolibrary.org/obo/HP_0032660,HP_0032660,Convulsive status epilepticus,,"A type of status epilepticus characterized by a prolonged bilateral tonic-clonic seizure, or repeated bilateral tonic-clonic seizures without recovery between.",,,HP:0032660,Convulsive status epilepticus,"A type of status epilepticus characterized by a prolonged bilateral tonic-clonic seizure, or repeated bilateral tonic-clonic seizures without recovery between.",True
